"store_id","employees","store_size","country","city","state","postal_code","region"
"OFF-ST-10003208",21,"Medium","United States","Dearborn","Michigan","48126","Central"
"OFF-PA-10000673",22,"Medium","United States","Minneapolis","Minnesota","55407","Central"
"OFF-ST-10000876",59,"Large","United States","Rochester Hills","Michigan","48307","Central"
"OFF-LA-10002043",64,"Medium","United States","Columbus","Indiana","47201","Central"
"OFF-PA-10000474",63,"Large","United States","Aurora","Illinois","60505","Central"
"OFF-PA-10004100",70,"Large","United States","Dallas","Texas","75081","Central"
"OFF-SU-10000646",37,"Small","United States","Columbus","Indiana","47201","Central"
"OFF-FA-10002983",48,"Large","United States","Tyler","Texas","75701","Central"
"OFF-AR-10002804",48,"Medium","United States","Austin","Texas","78745","Central"
"FUR-FU-10001756",48,"Medium","United States","Naperville","Illinois","60540","Central"
"OFF-LA-10000634",25,"Medium","United States","Dallas","Texas","75220","Central"
"FUR-FU-10001588",33,"Small","United States","Evanston","Illinois","60201","Central"
"TEC-PH-10002398",47,"Large","United States","Trenton","Michigan","48183","Central"
"OFF-AR-10003373",56,"Medium","United States","Cottage Grove","Minnesota","55016","Central"
"TEC-MA-10002927",56,"Medium","United States","Green Bay","Wisconsin","54302","Central"
"FUR-FU-10001967",60,"Large","United States","Des Moines","Iowa","50315","Central"
"TEC-PH-10004614",66,"Medium","United States","Rochester","Minnesota","55901","Central"
"OFF-BI-10003314",55,"Large","United States","Milwaukee","Wisconsin","53209","Central"
"OFF-SU-10001225",50,"Large","United States","Detroit","Michigan","48227","Central"
"OFF-AR-10000658",41,"Medium","United States","Houston","Texas","77095","Central"
"TEC-AC-10002076",50,"Large","United States","Detroit","Michigan","48227","Central"
"OFF-AP-10000696",62,"Medium","United States","Jackson","Michigan","49201","Central"
"OFF-BI-10000309",33,"Small","United States","Dallas","Texas","75220","Central"
"TEC-PH-10003012",48,"Medium","United States","Round Rock","Texas","78664","Central"
"TEC-AC-10000158",50,"Medium","United States","Pasadena","Texas","77506","Central"
"OFF-PA-10001947",55,"Medium","United States","Houston","Texas","77041","Central"
"OFF-AR-10001573",39,"Medium","United States","Saint Peters","Missouri","63376","Central"
"TEC-AC-10004114",68,"Large","United States","Chicago","Illinois","60610","Central"
"TEC-MA-10000029",68,"Large","United States","Brownsville","Texas","78521","Central"
"OFF-BI-10000773",58,"Large","United States","Columbus","Indiana","47201","Central"
"TEC-MA-10002937",52,"Large","United States","Detroit","Michigan","48227","Central"
"OFF-LA-10001317",48,"Large","United States","La Porte","Indiana","46350","Central"
"FUR-FU-10000206",63,"Medium","United States","Lansing","Michigan","48911","Central"
"OFF-AR-10000588",67,"Medium","United States","Minneapolis","Minnesota","55407","Central"
"OFF-AR-10003156",48,"Medium","United States","Jackson","Michigan","49201","Central"
"TEC-PH-10002365",30,"Small","United States","Houston","Texas","77070","Central"
"OFF-PA-10004071",52,"Medium","United States","La Porte","Indiana","46350","Central"
"TEC-PH-10002680",32,"Medium","United States","Houston","Texas","77070","Central"
"OFF-AR-10003045",61,"Large","United States","Saint Paul","Minnesota","55106","Central"
"FUR-TA-10001857",66,"Large","United States","Dallas","Texas","75220","Central"
"OFF-BI-10001670",25,"Small","United States","Evanston","Illinois","60201","Central"
"FUR-CH-10001215",68,"Large","United States","Fort Worth","Texas","76106","Central"
"FUR-FU-10001290",46,"Medium","United States","Aurora","Illinois","60505","Central"
"OFF-ST-10004459",22,"Medium","United States","Houston","Texas","77041","Central"
"FUR-FU-10000448",61,"Large","United States","Irving","Texas","75061","Central"
"FUR-FU-10000723",67,"Large","United States","Coppell","Texas","75019","Central"
"FUR-FU-10003039",66,"Large","United States","Chicago","Illinois","60610","Central"
"OFF-BI-10001107",35,"Small","United States","Allen","Texas","75002","Central"
"OFF-PA-10004451",45,"Medium","United States","El Paso","Texas","79907","Central"
"FUR-CH-10004997",28,"Small","United States","Aurora","Illinois","60505","Central"
"OFF-AR-10003394",53,"Medium","United States","Grapevine","Texas","76051","Central"
"OFF-SU-10001574",43,"Large","United States","Peoria","Illinois","61604","Central"
"OFF-PA-10002005",30,"Small","United States","Skokie","Illinois","60076","Central"
"OFF-SU-10004115",46,"Medium","United States","Dallas","Texas","75217","Central"
"OFF-BI-10000848",36,"Small","United States","Indianapolis","Indiana","46203","Central"
"FUR-FU-10003849",22,"Small","United States","Houston","Texas","77095","Central"
"OFF-BI-10002824",25,"Small","United States","Houston","Texas","77095","Central"
"FUR-CH-10004853",21,"Small","United States","Milwaukee","Wisconsin","53209","Central"
"OFF-AP-10000179",35,"Medium","United States","Kenosha","Wisconsin","53142","Central"
"OFF-ST-10001272",20,"Small","United States","Houston","Texas","77041","Central"
"FUR-FU-10000221",24,"Medium","United States","Olathe","Kansas","66062","Central"
"OFF-AP-10001563",60,"Medium","United States","Dallas","Texas","75081","Central"
"OFF-BI-10000605",65,"Medium","United States","Tulsa","Oklahoma","74133","Central"
"TEC-AC-10001267",35,"Medium","United States","Chicago","Illinois","60623","Central"
"OFF-LA-10002787",66,"Medium","United States","San Antonio","Texas","78207","Central"
"OFF-AP-10002457",22,"Small","United States","Minneapolis","Minnesota","55407","Central"
"OFF-FA-10003112",65,"Large","United States","Indianapolis","Indiana","46203","Central"
"OFF-AP-10002439",43,"Small","United States","Arlington","Texas","76017","Central"
"OFF-ST-10001511",26,"Small","United States","Chicago","Illinois","60610","Central"
"TEC-PH-10004042",44,"Medium","United States","Houston","Texas","77036","Central"
"FUR-FU-10002759",63,"Large","United States","Houston","Texas","77041","Central"
"OFF-AP-10004532",54,"Large","United States","Rochester","Minnesota","55901","Central"
"TEC-AC-10002253",64,"Medium","United States","Grand Prairie","Texas","75051","Central"
"OFF-PA-10000743",25,"Medium","United States","College Station","Texas","77840","Central"
"OFF-LA-10002312",63,"Large","United States","Saint Louis","Missouri","63116","Central"
"OFF-PA-10001800",67,"Large","United States","Aurora","Illinois","60505","Central"
"OFF-BI-10003355",69,"Large","United States","La Porte","Indiana","46350","Central"
"OFF-BI-10000138",56,"Medium","United States","Sioux Falls","South Dakota","57103","Central"
"TEC-CO-10002095",58,"Large","United States","Elmhurst","Illinois","60126","Central"
"FUR-CH-10003746",21,"Small","United States","Mishawaka","Indiana","46544","Central"
"OFF-BI-10001036",30,"Small","United States","Skokie","Illinois","60076","Central"
"FUR-FU-10002597",50,"Small","United States","Houston","Texas","77041","Central"
"TEC-AC-10000057",35,"Medium","United States","Carrollton","Texas","75007","Central"
"FUR-CH-10003199",66,"Medium","United States","Saint Louis","Missouri","63116","Central"
"FUR-FU-10004090",61,"Large","United States","Springfield","Missouri","65807","Central"
"OFF-AP-10000576",36,"Large","United States","Amarillo","Texas","79109","Central"
"TEC-AC-10002402",50,"Large","United States","Dallas","Texas","75220","Central"
"OFF-AP-10003884",59,"Medium","United States","Huntsville","Texas","77340","Central"
"TEC-PH-10002085",47,"Small","United States","Columbus","Indiana","47201","Central"
"FUR-FU-10003878",63,"Large","United States","Brownsville","Texas","78521","Central"
"TEC-AC-10000710",62,"Medium","United States","Lincoln Park","Michigan","48146","Central"
"OFF-PA-10001870",44,"Large","United States","Detroit","Michigan","48227","Central"
"OFF-PA-10001019",25,"Small","United States","Dallas","Texas","75081","Central"
"OFF-LA-10004853",27,"Small","United States","Houston","Texas","77070","Central"
"OFF-BI-10003719",68,"Large","United States","Houston","Texas","77036","Central"
"OFF-PA-10001790",59,"Medium","United States","Houston","Texas","77095","Central"
"TEC-AC-10002049",21,"Medium","United States","Grand Prairie","Texas","75051","Central"
"OFF-BI-10003984",49,"Large","United States","Highland Park","Illinois","60035","Central"
"FUR-FU-10001424",67,"Large","United States","Pasadena","Texas","77506","Central"
"OFF-AR-10003158",25,"Small","United States","Conroe","Texas","77301","Central"
"OFF-LA-10001045",68,"Large","United States","Austin","Texas","78745","Central"
"OFF-BI-10001510",38,"Large","United States","Plano","Texas","75023","Central"
"OFF-PA-10000019",70,"Large","United States","Mesquite","Texas","75150","Central"
"TEC-PH-10004774",48,"Large","United States","Dallas","Texas","75217","Central"
"OFF-BI-10004826",64,"Medium","United States","Kenosha","Wisconsin","53142","Central"
"OFF-PA-10000350",37,"Medium","United States","Houston","Texas","77041","Central"
"FUR-FU-10003601",66,"Large","United States","Mcallen","Texas","78501","Central"
"FUR-TA-10004154",67,"Large","United States","Chicago","Illinois","60623","Central"
"OFF-PA-10000788",36,"Small","United States","Rockford","Illinois","61107","Central"
"OFF-LA-10004055",31,"Medium","United States","Oklahoma City","Oklahoma","73120","Central"
"OFF-ST-10001097",62,"Large","United States","Aurora","Illinois","60505","Central"
"OFF-PA-10003625",60,"Large","United States","Dallas","Texas","75220","Central"
"OFF-BI-10003925",47,"Small","United States","Houston","Texas","77070","Central"
"OFF-ST-10000046",65,"Large","United States","Omaha","Nebraska","68104","Central"
"OFF-ST-10001526",61,"Large","United States","Milwaukee","Wisconsin","53209","Central"
"OFF-BI-10000320",50,"Large","United States","Chicago","Illinois","60653","Central"
"OFF-LA-10001175",47,"Medium","United States","Huntsville","Texas","77340","Central"
"OFF-BI-10003707",29,"Medium","United States","Chicago","Illinois","60623","Central"
"FUR-BO-10001811",70,"Large","United States","Burlington","Iowa","52601","Central"
"OFF-AR-10001130",24,"Small","United States","Arlington Heights","Illinois","60004","Central"
"OFF-BI-10001097",70,"Large","United States","Fort Worth","Texas","76106","Central"
"OFF-BI-10001597",30,"Small","United States","Madison","Wisconsin","53711","Central"
"TEC-PH-10002115",42,"Medium","United States","Fremont","Nebraska","68025","Central"
"TEC-AC-10003447",25,"Medium","United States","Houston","Texas","77095","Central"
"OFF-AR-10000255",68,"Large","United States","Richardson","Texas","75080","Central"
"OFF-AP-10002191",46,"Medium","United States","Houston","Texas","77041","Central"
"OFF-PA-10000349",48,"Small","United States","Naperville","Illinois","60540","Central"
"TEC-MA-10003979",60,"Large","United States","Eagan","Minnesota","55122","Central"
"OFF-PA-10000029",44,"Medium","United States","Westland","Michigan","48185","Central"
"TEC-PH-10001819",52,"Large","United States","New Albany","Indiana","47150","Central"
"OFF-ST-10004340",65,"Medium","United States","Chicago","Illinois","60610","Central"
"OFF-AR-10002255",31,"Medium","United States","Houston","Texas","77041","Central"
"OFF-EN-10003798",32,"Medium","United States","Chicago","Illinois","60623","Central"
"TEC-PH-10003589",48,"Large","United States","Rochester","Minnesota","55901","Central"
"OFF-PA-10004735",21,"Small","United States","Houston","Texas","77095","Central"
"OFF-PA-10000141",33,"Small","United States","Minneapolis","Minnesota","55407","Central"
"FUR-TA-10004086",26,"Small","United States","Saint Paul","Minnesota","55106","Central"
"OFF-PA-10000100",49,"Medium","United States","Chicago","Illinois","60610","Central"
"OFF-LA-10000973",65,"Medium","United States","Rochester","Minnesota","55901","Central"
"OFF-PA-10001763",51,"Small","United States","Orland Park","Illinois","60462","Central"
"OFF-FA-10001561",46,"Medium","United States","Urbandale","Iowa","50322","Central"
"TEC-PH-10000307",70,"Medium","United States","Houston","Texas","77041","Central"
"TEC-CO-10004202",53,"Medium","United States","Bloomington","Illinois","61701","Central"
"OFF-BI-10003429",51,"Large","United States","Independence","Missouri","64055","Central"
"OFF-ST-10002352",37,"Large","United States","Franklin","Wisconsin","53132","Central"
"FUR-CH-10001270",52,"Small","United States","Edmond","Oklahoma","73034","Central"
"OFF-ST-10002344",61,"Large","United States","San Antonio","Texas","78207","Central"
"FUR-CH-10003973",64,"Large","United States","Chicago","Illinois","60623","Central"
"OFF-PA-10000682",42,"Medium","United States","Houston","Texas","77036","Central"
"TEC-AC-10001990",57,"Medium","United States","Decatur","Illinois","62521","Central"
"OFF-BI-10001031",21,"Medium","United States","Grand Prairie","Texas","75051","Central"
"OFF-AR-10001022",39,"Small","United States","Dallas","Texas","75220","Central"
"FUR-FU-10000076",50,"Medium","United States","Saginaw","Michigan","48601","Central"
"FUR-FU-10003268",70,"Large","United States","Dallas","Texas","75220","Central"
"OFF-BI-10004519",33,"Small","United States","Detroit","Michigan","48227","Central"
"OFF-AR-10002280",31,"Medium","United States","Chicago","Illinois","60610","Central"
"FUR-CH-10001708",38,"Small","United States","Lakeville","Minnesota","55044","Central"
"FUR-FU-10003535",22,"Medium","United States","Chicago","Illinois","60623","Central"
"TEC-PH-10004586",24,"Small","United States","Pasadena","Texas","77506","Central"
"OFF-BI-10004236",68,"Large","United States","Houston","Texas","77036","Central"
"OFF-AR-10000422",37,"Small","United States","Chicago","Illinois","60610","Central"
"FUR-FU-10004018",50,"Large","United States","Harlingen","Texas","78550","Central"
"OFF-PA-10004911",51,"Large","United States","Quincy","Illinois","62301","Central"
"OFF-AR-10000411",46,"Medium","United States","Houston","Texas","77095","Central"
"OFF-PA-10000466",43,"Large","United States","Taylor","Michigan","48180","Central"
"FUR-CH-10002961",51,"Large","United States","Peoria","Illinois","61604","Central"
"TEC-MA-10003183",22,"Small","United States","Houston","Texas","77036","Central"
"OFF-PA-10001289",33,"Medium","United States","San Antonio","Texas","78207","Central"
"FUR-TA-10002958",69,"Large","United States","Chicago","Illinois","60623","Central"
"FUR-TA-10001676",42,"Small","United States","Houston","Texas","77070","Central"
"OFF-BI-10000822",23,"Small","United States","Columbus","Indiana","47201","Central"
"OFF-AR-10002240",58,"Large","United States","Park Ridge","Illinois","60068","Central"
"OFF-BI-10001191",54,"Large","United States","Chicago","Illinois","60610","Central"
"OFF-PA-10003673",67,"Large","United States","Huntsville","Texas","77340","Central"
"OFF-BI-10004876",64,"Medium","United States","Gladstone","Missouri","64118","Central"
"OFF-BI-10004352",25,"Small","United States","Houston","Texas","77041","Central"
"OFF-BI-10000666",58,"Large","United States","Detroit","Michigan","48234","Central"
"OFF-AR-10000634",41,"Medium","United States","Chicago","Illinois","60653","Central"
"OFF-AR-10003770",58,"Large","United States","Green Bay","Wisconsin","54302","Central"
"OFF-ST-10002214",65,"Large","United States","Houston","Texas","77070","Central"
"TEC-MA-10004458",24,"Small","United States","Chicago","Illinois","60610","Central"
"FUR-FU-10002456",20,"Small","United States","Laredo","Texas","78041","Central"
"OFF-ST-10000419",30,"Medium","United States","Dallas","Texas","75217","Central"
"OFF-AP-10004868",48,"Medium","United States","Chicago","Illinois","60610","Central"
"OFF-LA-10002195",34,"Small","United States","Dearborn","Michigan","48126","Central"
"TEC-AC-10003038",63,"Medium","United States","Minneapolis","Minnesota","55407","Central"
"OFF-AR-10003504",49,"Small","United States","Rochester Hills","Michigan","48307","Central"
"OFF-EN-10003160",33,"Medium","United States","Columbus","Indiana","47201","Central"
"OFF-AP-10004336",50,"Small","United States","Aurora","Illinois","60505","Central"
"OFF-FA-10000992",21,"Small","United States","Dallas","Texas","75081","Central"
"TEC-PH-10004830",36,"Medium","United States","Columbus","Indiana","47201","Central"
"OFF-PA-10004519",66,"Medium","United States","Tyler","Texas","75701","Central"
"TEC-PH-10000038",42,"Medium","United States","Austin","Texas","78745","Central"
"OFF-PA-10004359",64,"Large","United States","Naperville","Illinois","60540","Central"
"OFF-FA-10001135",49,"Large","United States","Dallas","Texas","75220","Central"
"OFF-BI-10004224",45,"Medium","United States","Evanston","Illinois","60201","Central"
"TEC-PH-10003357",25,"Small","United States","Trenton","Michigan","48183","Central"
"OFF-PA-10003001",30,"Small","United States","Cottage Grove","Minnesota","55016","Central"
"OFF-BI-10001116",31,"Small","United States","Green Bay","Wisconsin","54302","Central"
"TEC-AC-10003023",23,"Small","United States","Des Moines","Iowa","50315","Central"
"OFF-BI-10002414",55,"Medium","United States","Rochester","Minnesota","55901","Central"
"OFF-PA-10003424",32,"Medium","United States","Milwaukee","Wisconsin","53209","Central"
"OFF-BI-10001900",47,"Medium","United States","Detroit","Michigan","48227","Central"
"OFF-ST-10000877",70,"Large","United States","Houston","Texas","77095","Central"
"OFF-AR-10004752",48,"Medium","United States","Detroit","Michigan","48227","Central"
"TEC-PH-10001615",51,"Large","United States","Jackson","Michigan","49201","Central"
"FUR-CH-10001854",54,"Large","United States","Dallas","Texas","75220","Central"
"OFF-AP-10001394",64,"Large","United States","Round Rock","Texas","78664","Central"
"TEC-MA-10000488",66,"Medium","United States","Pasadena","Texas","77506","Central"
"OFF-PA-10003729",65,"Large","United States","Houston","Texas","77041","Central"
"OFF-PA-10003309",57,"Medium","United States","Saint Peters","Missouri","63376","Central"
"OFF-AR-10002067",30,"Medium","United States","Chicago","Illinois","60610","Central"
"OFF-AR-10003723",52,"Large","United States","Brownsville","Texas","78521","Central"
"OFF-BI-10004390",47,"Small","United States","Columbus","Indiana","47201","Central"
"FUR-CH-10000155",29,"Medium","United States","Detroit","Michigan","48227","Central"
"OFF-BI-10003091",46,"Large","United States","La Porte","Indiana","46350","Central"
"FUR-CH-10003981",35,"Medium","United States","Lansing","Michigan","48911","Central"
"OFF-ST-10002562",37,"Small","United States","Minneapolis","Minnesota","55407","Central"
"OFF-PA-10001972",32,"Small","United States","Jackson","Michigan","49201","Central"
"FUR-BO-10000468",29,"Small","United States","Houston","Texas","77070","Central"
"OFF-AR-10000127",50,"Medium","United States","La Porte","Indiana","46350","Central"
"FUR-TA-10002855",67,"Medium","United States","Houston","Texas","77070","Central"
"OFF-AP-10002534",34,"Small","United States","Saint Paul","Minnesota","55106","Central"
"OFF-PA-10000477",40,"Medium","United States","Dallas","Texas","75220","Central"
"TEC-PH-10002468",30,"Medium","United States","Evanston","Illinois","60201","Central"
"OFF-LA-10000248",41,"Medium","United States","Fort Worth","Texas","76106","Central"
"OFF-ST-10000078",61,"Medium","United States","Aurora","Illinois","60505","Central"
"FUR-FU-10003623",41,"Large","United States","Houston","Texas","77041","Central"
"OFF-AR-10003696",44,"Medium","United States","Irving","Texas","75061","Central"
"FUR-CH-10000553",67,"Medium","United States","Coppell","Texas","75019","Central"
"OFF-ST-10003692",30,"Medium","United States","Chicago","Illinois","60610","Central"
"OFF-PA-10002787",39,"Large","United States","Allen","Texas","75002","Central"
"OFF-ST-10003123",60,"Medium","United States","El Paso","Texas","79907","Central"
"FUR-FU-10000308",70,"Large","United States","Aurora","Illinois","60505","Central"
"FUR-TA-10001866",23,"Small","United States","Grapevine","Texas","76051","Central"
"OFF-PA-10003971",63,"Large","United States","Peoria","Illinois","61604","Central"
"OFF-EN-10004147",39,"Medium","United States","Skokie","Illinois","60076","Central"
"FUR-FU-10002501",38,"Small","United States","Dallas","Texas","75217","Central"
"TEC-MA-10000597",37,"Medium","United States","Indianapolis","Indiana","46203","Central"
"FUR-FU-10002298",70,"Medium","United States","Houston","Texas","77095","Central"
"OFF-FA-10000936",60,"Large","United States","Houston","Texas","77095","Central"
"OFF-AP-10002403",58,"Medium","United States","Milwaukee","Wisconsin","53209","Central"
"OFF-AR-10003087",23,"Medium","United States","Kenosha","Wisconsin","53142","Central"
"TEC-PH-10000141",32,"Medium","United States","Houston","Texas","77041","Central"
"TEC-CO-10000971",46,"Medium","United States","Olathe","Kansas","66062","Central"
"OFF-FA-10001229",20,"Small","United States","Dallas","Texas","75081","Central"
"OFF-BI-10002437",59,"Medium","United States","Tulsa","Oklahoma","74133","Central"
"OFF-PA-10001184",42,"Small","United States","Chicago","Illinois","60623","Central"
"FUR-CH-10002439",64,"Large","United States","San Antonio","Texas","78207","Central"
"FUR-TA-10000849",40,"Large","United States","Minneapolis","Minnesota","55407","Central"
"OFF-EN-10002973",49,"Small","United States","Indianapolis","Indiana","46203","Central"
"OFF-PA-10004983",36,"Small","United States","Arlington","Texas","76017","Central"
"TEC-AC-10000682",61,"Large","United States","Chicago","Illinois","60610","Central"
"OFF-SU-10002557",22,"Small","United States","Houston","Texas","77036","Central"
"OFF-ST-10001837",28,"Medium","United States","Houston","Texas","77041","Central"
"OFF-PA-10002245",27,"Small","United States","Rochester","Minnesota","55901","Central"
"TEC-PH-10000369",41,"Small","United States","Grand Prairie","Texas","75051","Central"
"TEC-AC-10001590",47,"Small","United States","College Station","Texas","77840","Central"
"FUR-FU-10004909",23,"Medium","United States","Saint Louis","Missouri","63116","Central"
"TEC-PH-10004833",33,"Small","United States","Aurora","Illinois","60505","Central"
"TEC-MA-10003356",40,"Medium","United States","La Porte","Indiana","46350","Central"
"FUR-BO-10003404",32,"Medium","United States","Sioux Falls","South Dakota","57103","Central"
"OFF-PA-10002246",30,"Small","United States","Elmhurst","Illinois","60126","Central"
"FUR-FU-10001876",27,"Small","United States","Mishawaka","Indiana","46544","Central"
"TEC-PH-10000673",40,"Large","United States","Skokie","Illinois","60076","Central"
"OFF-SU-10000157",61,"Large","United States","Houston","Texas","77041","Central"
"TEC-AC-10003709",49,"Small","United States","Carrollton","Texas","75007","Central"
"TEC-AC-10003433",55,"Medium","United States","Saint Louis","Missouri","63116","Central"
"FUR-FU-10001185",22,"Small","United States","Springfield","Missouri","65807","Central"
"OFF-PA-10003270",42,"Medium","United States","Amarillo","Texas","79109","Central"
"OFF-PA-10000327",54,"Medium","United States","Dallas","Texas","75220","Central"
"FUR-FU-10002685",26,"Small","United States","Huntsville","Texas","77340","Central"
"OFF-BI-10000174",55,"Large","United States","Columbus","Indiana","47201","Central"
"OFF-AP-10003779",65,"Large","United States","Brownsville","Texas","78521","Central"
"OFF-FA-10002701",43,"Medium","United States","Lincoln Park","Michigan","48146","Central"
"OFF-AR-10003582",21,"Medium","United States","Detroit","Michigan","48227","Central"
"FUR-FU-10004666",65,"Medium","United States","Dallas","Texas","75081","Central"
"OFF-PA-10001534",57,"Large","United States","Houston","Texas","77070","Central"
"FUR-FU-10002379",57,"Medium","United States","Houston","Texas","77036","Central"
"FUR-BO-10003660",24,"Medium","United States","Houston","Texas","77095","Central"
"OFF-BI-10001267",45,"Medium","United States","Grand Prairie","Texas","75051","Central"
"OFF-PA-10001471",69,"Large","United States","Highland Park","Illinois","60035","Central"
"TEC-MA-10001972",57,"Medium","United States","Pasadena","Texas","77506","Central"
"FUR-CH-10004495",27,"Medium","United States","Conroe","Texas","77301","Central"
"OFF-AR-10004260",63,"Large","United States","Austin","Texas","78745","Central"
"OFF-EN-10004773",44,"Medium","United States","Plano","Texas","75023","Central"
"OFF-ST-10002957",68,"Large","United States","Mesquite","Texas","75150","Central"
"TEC-PH-10001644",66,"Large","United States","Dallas","Texas","75217","Central"
"OFF-PA-10001033",47,"Small","United States","Kenosha","Wisconsin","53142","Central"
"FUR-FU-10000193",38,"Small","United States","Houston","Texas","77041","Central"
"FUR-FU-10000672",65,"Large","United States","Mcallen","Texas","78501","Central"
"FUR-BO-10002598",45,"Small","United States","Chicago","Illinois","60623","Central"
"OFF-PA-10004610",55,"Large","United States","Rockford","Illinois","61107","Central"
"OFF-AR-10000657",38,"Small","United States","Oklahoma City","Oklahoma","73120","Central"
"TEC-AC-10002305",44,"Large","United States","Aurora","Illinois","60505","Central"
"OFF-PA-10000007",35,"Medium","United States","Dallas","Texas","75220","Central"
"OFF-PA-10000552",20,"Small","United States","Houston","Texas","77070","Central"
"OFF-PA-10004039",33,"Small","United States","Omaha","Nebraska","68104","Central"
