"store_id","employees","store_size","country","city","state","postal_code","region"
"TEC-PH-10002293",32,"Small","United States","Columbus","Ohio","43229","East"
"OFF-FA-10002780",53,"Large","United States","New York City","New York","10024","East"
"OFF-PA-10001804",58,"Medium","United States","Lakewood","New Jersey","8701","East"
"OFF-FA-10002988",39,"Small","United States","Hackensack","New Jersey","7601","East"
"OFF-SU-10001218",32,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-AR-10000940",36,"Small","United States","New York City","New York","10024","East"
"FUR-FU-10000521",56,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-PH-10000215",61,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-PH-10001254",66,"Large","United States","Lowell","Massachusetts","1852","East"
"OFF-PA-10001950",38,"Small","United States","New York City","New York","10009","East"
"OFF-PA-10002254",32,"Medium","United States","New York City","New York","10035","East"
"OFF-AR-10001547",48,"Large","United States","New York City","New York","10009","East"
"TEC-PH-10004536",34,"Medium","United States","Manchester","Connecticut","6040","East"
"OFF-BI-10004002",35,"Medium","United States","Franklin","Massachusetts","2038","East"
"OFF-AR-10002656",55,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-AP-10002518",64,"Large","United States","Cincinnati","Ohio","45231","East"
"TEC-PH-10003931",62,"Medium","United States","New York City","New York","10009","East"
"OFF-AP-10000891",24,"Small","United States","Warwick","Rhode Island","2886","East"
"FUR-CH-10004698",28,"Medium","United States","New York City","New York","10024","East"
"TEC-PH-10003273",27,"Small","United States","Lawrence","Massachusetts","1841","East"
"TEC-AC-10002345",51,"Large","United States","New Rochelle","New York","10801","East"
"OFF-AR-10003514",41,"Medium","United States","Auburn","New York","13021","East"
"OFF-AR-10004685",38,"Medium","United States","Akron","Ohio","44312","East"
"OFF-PA-10002749",57,"Large","United States","Lindenhurst","New York","11757","East"
"FUR-TA-10004289",32,"Medium","United States","Troy","New York","12180","East"
"OFF-AP-10003622",58,"Medium","United States","New York City","New York","10024","East"
"FUR-FU-10002960",54,"Large","United States","New York City","New York","10024","East"
"OFF-FA-10000134",68,"Large","United States","Rochester","New York","14609","East"
"FUR-FU-10000087",64,"Large","United States","Lawrence","Massachusetts","1841","East"
"OFF-AR-10001958",52,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"FUR-TA-10003473",56,"Large","United States","Springfield","Ohio","45503","East"
"FUR-FU-10004017",68,"Medium","United States","New York City","New York","10035","East"
"OFF-PA-10004082",65,"Medium","United States","New York City","New York","10024","East"
"OFF-BI-10003460",43,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-AP-10002203",24,"Small","United States","Philadelphia","Pennsylvania","19120","East"
"TEC-PH-10001433",31,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-AR-10003602",38,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-FA-10003472",43,"Medium","United States","Grove City","Ohio","43123","East"
"OFF-ST-10004180",48,"Small","United States","New York City","New York","10011","East"
"TEC-AC-10003628",49,"Large","United States","New York City","New York","10009","East"
"TEC-PH-10001760",65,"Large","United States","New York City","New York","10024","East"
"FUR-TA-10002903",43,"Medium","United States","Columbus","Ohio","43229","East"
"TEC-AC-10001956",45,"Medium","United States","New York City","New York","10011","East"
"OFF-BI-10000778",38,"Small","United States","Cleveland","Ohio","44105","East"
"OFF-LA-10004689",50,"Large","United States","New York City","New York","10024","East"
"FUR-FU-10004091",68,"Large","United States","New York City","New York","10035","East"
"OFF-BI-10004593",49,"Medium","United States","Chester","Pennsylvania","19013","East"
"OFF-ST-10002756",60,"Large","United States","New York City","New York","10035","East"
"OFF-PA-10004243",50,"Large","United States","New York City","New York","10035","East"
"OFF-BI-10002706",69,"Large","United States","Mount Vernon","New York","10550","East"
"FUR-TA-10002533",43,"Medium","United States","Dover","Delaware","19901","East"
"OFF-BI-10001072",47,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"FUR-FU-10001918",49,"Large","United States","Oceanside","New York","11572","East"
"FUR-CH-10002602",25,"Small","United States","New York City","New York","10009","East"
"TEC-AC-10000892",24,"Small","United States","Columbus","Ohio","43229","East"
"TEC-PH-10003645",25,"Medium","United States","Cincinnati","Ohio","45231","East"
"OFF-ST-10000675",57,"Large","United States","Columbus","Ohio","43229","East"
"FUR-TA-10004575",43,"Medium","United States","Belleville","New Jersey","7109","East"
"TEC-PH-10000702",23,"Small","United States","New York City","New York","10035","East"
"OFF-BI-10002160",48,"Large","United States","Lorain","Ohio","44052","East"
"OFF-BI-10004995",32,"Large","United States","Linden","New Jersey","7036","East"
"OFF-EN-10001137",33,"Medium","United States","New York City","New York","10035","East"
"OFF-AR-10002399",35,"Small","United States","New Brunswick","New Jersey","8901","East"
"OFF-LA-10001158",37,"Small","United States","Philadelphia","Pennsylvania","19140","East"
"FUR-CH-10000785",62,"Medium","United States","Lancaster","Pennsylvania","17602","East"
"OFF-AR-10003732",32,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"FUR-FU-10000023",57,"Medium","United States","New York City","New York","10009","East"
"OFF-BI-10002412",67,"Large","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-ST-10002406",54,"Medium","United States","Rochester","New York","14609","East"
"OFF-ST-10002205",66,"Large","United States","Columbia","Maryland","21044","East"
"OFF-PA-10003039",44,"Medium","United States","Auburn","New York","13021","East"
"FUR-TA-10004915",29,"Small","United States","Springfield","Ohio","45503","East"
"OFF-ST-10003327",26,"Small","United States","Norwich","Connecticut","6360","East"
"OFF-PA-10004734",48,"Large","United States","New York City","New York","10009","East"
"OFF-BI-10002225",39,"Small","United States","New York City","New York","10011","East"
"TEC-AC-10004708",65,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-AC-10002335",60,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"TEC-MA-10001681",67,"Medium","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-BI-10000050",61,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-SU-10002573",52,"Large","United States","New York City","New York","10011","East"
"FUR-BO-10001972",45,"Medium","United States","New York City","New York","10011","East"
"OFF-PA-10000157",24,"Small","United States","Springfield","Ohio","45503","East"
"OFF-AR-10004344",28,"Small","United States","Cincinnati","Ohio","45231","East"
"OFF-EN-10000483",60,"Large","United States","New York City","New York","10035","East"
"FUR-FU-10004712",23,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-ST-10000918",61,"Medium","United States","New York City","New York","10009","East"
"FUR-CH-10000015",30,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"FUR-FU-10003347",34,"Large","United States","Toledo","Ohio","43615","East"
"OFF-ST-10000617",21,"Medium","United States","New York City","New York","10035","East"
"FUR-CH-10003396",20,"Small","United States","Clinton","Maryland","20735","East"
"OFF-AR-10001953",45,"Small","United States","New York City","New York","10035","East"
"FUR-CH-10002331",58,"Large","United States","New York City","New York","10009","East"
"OFF-EN-10001415",42,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-AC-10004571",46,"Medium","United States","Buffalo","New York","14215","East"
"OFF-BI-10001098",45,"Large","United States","Cincinnati","Ohio","45231","East"
"OFF-AP-10002578",66,"Large","United States","Chester","Pennsylvania","19013","East"
"OFF-ST-10001321",36,"Medium","United States","Providence","Rhode Island","2908","East"
"OFF-PA-10001509",70,"Medium","United States","New York City","New York","10009","East"
"FUR-BO-10001337",43,"Large","United States","Cincinnati","Ohio","45231","East"
"TEC-PH-10000376",36,"Small","United States","Lawrence","Massachusetts","1841","East"
"TEC-AC-10000303",29,"Small","United States","Norwich","Connecticut","6360","East"
"TEC-AC-10000991",37,"Large","United States","Lorain","Ohio","44052","East"
"OFF-EN-10001434",36,"Medium","United States","Middletown","Connecticut","6457","East"
"FUR-FU-10004864",31,"Medium","United States","New York City","New York","10011","East"
"OFF-PA-10000357",62,"Large","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-BI-10003527",69,"Large","United States","Clinton","Maryland","20735","East"
"OFF-ST-10004507",66,"Large","United States","New York City","New York","10024","East"
"TEC-PH-10003555",28,"Small","United States","Parma","Ohio","44134","East"
"TEC-PH-10000984",29,"Small","United States","Vineland","New Jersey","8360","East"
"OFF-ST-10001325",20,"Small","United States","New York City","New York","10009","East"
"OFF-BI-10004528",55,"Large","United States","Niagara Falls","New York","14304","East"
"FUR-CH-10002647",46,"Large","United States","New York City","New York","10035","East"
"TEC-PH-10002262",32,"Small","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-AC-10001465",43,"Medium","United States","New York City","New York","10035","East"
"OFF-PA-10002986",54,"Medium","United States","New York City","New York","10024","East"
"OFF-SU-10001935",43,"Large","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-AR-10003560",30,"Medium","United States","Bridgeton","New Jersey","8302","East"
"OFF-LA-10001297",45,"Small","United States","Everett","Massachusetts","2149","East"
"OFF-AP-10003914",50,"Small","United States","Long Beach","New York","11561","East"
"FUR-FU-10004020",54,"Medium","United States","Philadelphia","Pennsylvania","19140","East"
"TEC-PH-10002496",29,"Small","United States","New York City","New York","10011","East"
"OFF-PA-10004530",37,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-PH-10003800",62,"Medium","United States","Washington","District of Columbia","20016","East"
"TEC-PH-10003092",57,"Medium","United States","Columbus","Ohio","43229","East"
"TEC-PH-10004667",45,"Large","United States","Dublin","Ohio","43017","East"
"OFF-ST-10001963",47,"Small","United States","Newark","Ohio","43055","East"
"OFF-AP-10002350",39,"Medium","United States","Oceanside","New York","11572","East"
"TEC-AC-10001101",60,"Medium","United States","Watertown","New York","13601","East"
"OFF-EN-10002230",60,"Large","United States","New York City","New York","10009","East"
"OFF-SU-10004231",52,"Large","United States","Columbus","Ohio","43229","East"
"OFF-AR-10001954",44,"Medium","United States","Providence","Rhode Island","2908","East"
"OFF-PA-10002137",31,"Medium","United States","Perth Amboy","New Jersey","8861","East"
"OFF-AP-10000804",60,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-BI-10004632",58,"Large","United States","Baltimore","Maryland","21215","East"
"OFF-BI-10003305",46,"Small","United States","Wilmington","Delaware","19805","East"
"FUR-BO-10004015",61,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"FUR-FU-10004071",60,"Medium","United States","Dover","New Hampshire","3820","East"
"OFF-ST-10002444",35,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-AR-10001118",62,"Large","United States","Kent","Ohio","44240","East"
"OFF-AP-10001469",37,"Small","United States","Fairfield","Connecticut","6824","East"
"OFF-AP-10001154",44,"Large","United States","Marion","Ohio","43302","East"
"FUR-FU-10000222",47,"Large","United States","New York City","New York","10035","East"
"TEC-AC-10003610",26,"Small","United States","New York City","New York","10009","East"
"TEC-AC-10001383",42,"Small","United States","New York City","New York","10035","East"
"TEC-PH-10000004",24,"Small","United States","New York City","New York","10009","East"
"FUR-TA-10001095",47,"Medium","United States","New York City","New York","10009","East"
"OFF-ST-10000025",27,"Medium","United States","New York City","New York","10024","East"
"FUR-FU-10004306",38,"Large","United States","Jamestown","New York","14701","East"
"OFF-PA-10003657",40,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-EN-10000056",68,"Medium","United States","New York City","New York","10035","East"
"TEC-PH-10001530",69,"Large","United States","New York City","New York","10024","East"
"OFF-LA-10002271",29,"Medium","United States","New York City","New York","10035","East"
"FUR-FU-10000794",56,"Large","United States","Lowell","Massachusetts","1852","East"
"TEC-AC-10004901",46,"Large","United States","Lancaster","Ohio","43130","East"
"OFF-SU-10000381",52,"Medium","United States","Franklin","Massachusetts","2038","East"
"OFF-AR-10002578",61,"Medium","United States","Watertown","New York","13601","East"
"OFF-BI-10001294",48,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-SU-10002503",56,"Medium","United States","New York City","New York","10011","East"
"OFF-AR-10003752",62,"Medium","United States","Providence","Rhode Island","2908","East"
"TEC-AC-10001714",34,"Medium","United States","New York City","New York","10024","East"
"OFF-AR-10003958",36,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-PH-10002923",37,"Medium","United States","Oceanside","New York","11572","East"
"OFF-BI-10000545",60,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-PA-10003591",32,"Medium","United States","New York City","New York","10024","East"
"OFF-BI-10003712",36,"Small","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-BI-10003364",56,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-EN-10001099",36,"Medium","United States","New York City","New York","10024","East"
"FUR-BO-10003441",65,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-PH-10001494",30,"Medium","United States","Toledo","Ohio","43615","East"
"TEC-AC-10004666",20,"Small","United States","New York City","New York","10011","East"
"OFF-ST-10003816",45,"Medium","United States","Newark","Delaware","19711","East"
"TEC-AC-10002473",59,"Large","United States","Dover","Delaware","19901","East"
"OFF-AP-10004487",60,"Large","United States","Quincy","Massachusetts","2169","East"
"TEC-AC-10004353",64,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-AR-10001468",32,"Medium","United States","Buffalo","New York","14215","East"
"OFF-AP-10003040",32,"Small","United States","Chester","Pennsylvania","19013","East"
"OFF-BI-10001759",58,"Medium","United States","New York City","New York","10035","East"
"FUR-TA-10002356",40,"Large","United States","New York City","New York","10035","East"
"FUR-FU-10001940",55,"Large","United States","New York City","New York","10011","East"
"OFF-PA-10001281",24,"Small","United States","New York City","New York","10009","East"
"OFF-PA-10004156",62,"Medium","United States","Norwich","Connecticut","6360","East"
"OFF-AR-10000034",23,"Small","United States","Lawrence","Massachusetts","1841","East"
"TEC-MA-10003066",50,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"FUR-FU-10002885",36,"Medium","United States","Lakewood","Ohio","44107","East"
"TEC-AC-10003033",46,"Medium","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-BI-10002049",49,"Medium","United States","Concord","New Hampshire","3301","East"
"TEC-PH-10004188",47,"Small","United States","Cranston","Rhode Island","2920","East"
"TEC-MA-10004212",28,"Medium","United States","New York City","New York","10035","East"
"OFF-PA-10003656",35,"Medium","United States","Lakewood","New Jersey","8701","East"
"OFF-AR-10004790",66,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-AC-10004761",59,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-AP-10000055",35,"Small","United States","Kent","Ohio","44240","East"
"FUR-CH-10002304",49,"Large","United States","Newark","Ohio","43055","East"
"OFF-FA-10003059",58,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-BI-10003727",20,"Small","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-LA-10000452",43,"Small","United States","Dover","Delaware","19901","East"
"OFF-AR-10002952",49,"Large","United States","New York City","New York","10024","East"
"TEC-PH-10000576",38,"Medium","United States","Troy","New York","12180","East"
"OFF-AR-10001545",36,"Small","United States","New York City","New York","10009","East"
"OFF-AR-10002375",64,"Medium","United States","New York City","New York","10009","East"
"OFF-BI-10002072",43,"Small","United States","New York City","New York","10035","East"
"TEC-MA-10004241",26,"Small","United States","Columbus","Ohio","43229","East"
"OFF-BI-10003350",36,"Medium","United States","Wilmington","Delaware","19805","East"
"OFF-ST-10004337",60,"Large","United States","Columbus","Ohio","43229","East"
"FUR-CH-10002126",20,"Medium","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-PA-10003172",61,"Medium","United States","Newark","Ohio","43055","East"
"OFF-AR-10001919",46,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"FUR-FU-10002268",25,"Medium","United States","New York City","New York","10009","East"
"OFF-ST-10002292",52,"Medium","United States","Fairfield","Connecticut","6824","East"
"OFF-BI-10002432",23,"Small","United States","New York City","New York","10035","East"
"TEC-PH-10002200",52,"Small","United States","Hamilton","Ohio","45011","East"
"TEC-PH-10000439",67,"Large","United States","Westfield","New Jersey","7090","East"
"OFF-PA-10001685",48,"Medium","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-ST-10001418",43,"Medium","United States","Akron","Ohio","44312","East"
"FUR-FU-10003691",41,"Medium","United States","Medina","Ohio","44256","East"
"TEC-PH-10003442",68,"Medium","United States","Dublin","Ohio","43017","East"
"FUR-FU-10003724",28,"Small","United States","New York City","New York","10024","East"
"OFF-ST-10003716",38,"Medium","United States","New York City","New York","10009","East"
"OFF-BI-10002854",67,"Large","United States","Cincinnati","Ohio","45231","East"
"OFF-AR-10004022",60,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"TEC-PH-10003505",54,"Large","United States","Columbus","Ohio","43229","East"
"OFF-BI-10002026",47,"Small","United States","New York City","New York","10024","East"
"OFF-PA-10000994",56,"Large","United States","Lakewood","New Jersey","8701","East"
"OFF-AR-10001860",21,"Small","United States","Hackensack","New Jersey","7601","East"
"OFF-PA-10002968",68,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"FUR-BO-10003433",59,"Large","United States","New York City","New York","10024","East"
"FUR-CH-10003846",51,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-LA-10001404",22,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-AC-10003116",54,"Medium","United States","Lowell","Massachusetts","1852","East"
"OFF-AP-10004859",20,"Small","United States","New York City","New York","10009","East"
"OFF-PA-10002659",64,"Large","United States","New York City","New York","10035","East"
"OFF-AR-10002818",36,"Small","United States","New York City","New York","10009","East"
"OFF-ST-10002574",29,"Small","United States","Manchester","Connecticut","6040","East"
"TEC-MA-10002178",53,"Small","United States","Franklin","Massachusetts","2038","East"
"OFF-BI-10001758",41,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-BI-10000136",29,"Small","United States","Cincinnati","Ohio","45231","East"
"OFF-ST-10000649",54,"Large","United States","New York City","New York","10009","East"
"TEC-PH-10001336",20,"Small","United States","Warwick","Rhode Island","2886","East"
"TEC-AC-10004510",49,"Medium","United States","New York City","New York","10024","East"
"OFF-AR-10000896",32,"Small","United States","Lawrence","Massachusetts","1841","East"
"OFF-ST-10002289",59,"Large","United States","New Rochelle","New York","10801","East"
"OFF-PA-10004888",37,"Medium","United States","Auburn","New York","13021","East"
"FUR-TA-10002622",54,"Small","United States","Akron","Ohio","44312","East"
"OFF-BI-10002867",24,"Small","United States","Lindenhurst","New York","11757","East"
"TEC-PH-10002922",65,"Medium","United States","Troy","New York","12180","East"
"OFF-PA-10000501",21,"Small","United States","New York City","New York","10024","East"
"TEC-PH-10001750",65,"Large","United States","New York City","New York","10024","East"
"OFF-PA-10001639",45,"Large","United States","Rochester","New York","14609","East"
"TEC-MA-10000010",68,"Large","United States","Lawrence","Massachusetts","1841","East"
"FUR-TA-10002530",44,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-LA-10003121",42,"Large","United States","Springfield","Ohio","45503","East"
"OFF-PA-10002262",21,"Small","United States","New York City","New York","10035","East"
"OFF-PA-10003823",60,"Large","United States","New York City","New York","10024","East"
"OFF-PA-10001274",37,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-PA-10001125",33,"Medium","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-ST-10003324",57,"Large","United States","Philadelphia","Pennsylvania","19134","East"
"OFF-AP-10001626",55,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"FUR-FU-10003981",37,"Small","United States","Grove City","Ohio","43123","East"
"OFF-ST-10001291",53,"Large","United States","New York City","New York","10011","East"
"OFF-AR-10001315",33,"Small","United States","New York City","New York","10009","East"
"TEC-PH-10000169",32,"Medium","United States","New York City","New York","10024","East"
"OFF-PA-10001526",52,"Large","United States","Columbus","Ohio","43229","East"
"OFF-PA-10001357",32,"Medium","United States","New York City","New York","10011","East"
"OFF-AR-10001221",66,"Large","United States","Cleveland","Ohio","44105","East"
"FUR-BO-10000362",43,"Medium","United States","New York City","New York","10024","East"
"FUR-FU-10001488",56,"Large","United States","New York City","New York","10035","East"
"OFF-AR-10000823",46,"Small","United States","Chester","Pennsylvania","19013","East"
"TEC-PH-10000441",62,"Medium","United States","New York City","New York","10035","East"
"TEC-AC-10004855",40,"Small","United States","New York City","New York","10035","East"
"OFF-ST-10000352",49,"Medium","United States","Mount Vernon","New York","10550","East"
"OFF-PA-10000575",51,"Medium","United States","Dover","Delaware","19901","East"
"FUR-FU-10004415",65,"Large","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-PA-10002689",56,"Large","United States","Oceanside","New York","11572","East"
"OFF-FA-10000611",27,"Medium","United States","New York City","New York","10009","East"
"TEC-PH-10004922",28,"Small","United States","Columbus","Ohio","43229","East"
"OFF-PA-10000167",26,"Medium","United States","Cincinnati","Ohio","45231","East"
"TEC-PH-10002185",67,"Large","United States","Columbus","Ohio","43229","East"
"OFF-PA-10004405",30,"Medium","United States","Belleville","New Jersey","7109","East"
"TEC-AC-10000736",48,"Large","United States","New York City","New York","10035","East"
"OFF-AP-10002906",56,"Large","United States","Lorain","Ohio","44052","East"
"OFF-AP-10003860",54,"Large","United States","Linden","New Jersey","7036","East"
"OFF-PA-10001457",46,"Large","United States","New York City","New York","10035","East"
"OFF-AP-10002082",64,"Large","United States","New Brunswick","New Jersey","8901","East"
"OFF-PA-10004947",27,"Small","United States","Philadelphia","Pennsylvania","19140","East"
"FUR-TA-10004607",43,"Small","United States","Lancaster","Pennsylvania","17602","East"
"OFF-PA-10003893",66,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-PH-10001817",56,"Large","United States","New York City","New York","10009","East"
"FUR-BO-10000330",37,"Small","United States","Philadelphia","Pennsylvania","19120","East"
"FUR-BO-10003159",36,"Medium","United States","Rochester","New York","14609","East"
"OFF-LA-10002034",27,"Medium","United States","Columbia","Maryland","21044","East"
"OFF-PA-10000675",54,"Small","United States","Auburn","New York","13021","East"
"OFF-PA-10001609",20,"Small","United States","Springfield","Ohio","45503","East"
"TEC-AC-10004568",30,"Small","United States","Norwich","Connecticut","6360","East"
"OFF-AR-10000475",66,"Medium","United States","New York City","New York","10009","East"
"TEC-PH-10000455",49,"Medium","United States","New York City","New York","10011","East"
"OFF-PA-10001994",57,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-PH-10004897",55,"Medium","United States","Philadelphia","Pennsylvania","19140","East"
"FUR-FU-10001196",35,"Medium","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-LA-10001771",59,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-PH-10002624",63,"Large","United States","New York City","New York","10011","East"
"OFF-AR-10003631",61,"Medium","United States","New York City","New York","10011","East"
"TEC-PH-10004959",56,"Medium","United States","Springfield","Ohio","45503","East"
"FUR-BO-10001918",34,"Medium","United States","Cincinnati","Ohio","45231","East"
"OFF-ST-10002554",58,"Large","United States","New York City","New York","10035","East"
"FUR-TA-10004175",41,"Medium","United States","Philadelphia","Pennsylvania","19134","East"
"FUR-TA-10004767",61,"Large","United States","New York City","New York","10009","East"
"OFF-EN-10002621",43,"Large","United States","Philadelphia","Pennsylvania","19143","East"
"OFF-LA-10003714",59,"Large","United States","Toledo","Ohio","43615","East"
"OFF-BI-10001359",48,"Medium","United States","New York City","New York","10035","East"
"FUR-FU-10004093",47,"Large","United States","Clinton","Maryland","20735","East"
"TEC-PH-10001198",33,"Medium","United States","New York City","New York","10035","East"
"OFF-AR-10004582",56,"Large","United States","New York City","New York","10009","East"
"TEC-AC-10002842",50,"Small","United States","Philadelphia","Pennsylvania","19134","East"
"TEC-AC-10002217",63,"Medium","United States","Buffalo","New York","14215","East"
"OFF-BI-10002954",32,"Small","United States","Cincinnati","Ohio","45231","East"
"TEC-AC-10002718",54,"Large","United States","Chester","Pennsylvania","19013","East"
"OFF-EN-10000781",51,"Small","United States","Providence","Rhode Island","2908","East"
"OFF-PA-10002160",36,"Medium","United States","New York City","New York","10009","East"
"OFF-PA-10001661",53,"Medium","United States","Cincinnati","Ohio","45231","East"
"FUR-FU-10003142",25,"Small","United States","Lawrence","Massachusetts","1841","East"
"TEC-AC-10001114",22,"Medium","United States","Norwich","Connecticut","6360","East"
"OFF-BI-10002571",69,"Large","United States","Lorain","Ohio","44052","East"
"OFF-BI-10004209",24,"Small","United States","Middletown","Connecticut","6457","East"
"FUR-TA-10003954",40,"Large","United States","New York City","New York","10011","East"
"OFF-LA-10004008",70,"Medium","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-AR-10004602",46,"Medium","United States","Clinton","Maryland","20735","East"
"OFF-EN-10003040",30,"Small","United States","New York City","New York","10024","East"
"OFF-PA-10003883",68,"Large","United States","Parma","Ohio","44134","East"
"OFF-PA-10000551",43,"Small","United States","Vineland","New Jersey","8360","East"
"OFF-BI-10004506",53,"Large","United States","New York City","New York","10009","East"
"FUR-CH-10002084",22,"Small","United States","Niagara Falls","New York","14304","East"
"OFF-AP-10000252",26,"Medium","United States","New York City","New York","10035","East"
"OFF-AR-10000538",32,"Medium","United States","Philadelphia","Pennsylvania","19143","East"
"TEC-PH-10001079",47,"Large","United States","New York City","New York","10035","East"
"OFF-PA-10003790",56,"Small","United States","New York City","New York","10024","East"
"FUR-BO-10002202",37,"Large","United States","Philadelphia","Pennsylvania","19120","East"
"OFF-SU-10000952",25,"Small","United States","Bridgeton","New Jersey","8302","East"
"FUR-FU-10004597",63,"Large","United States","Everett","Massachusetts","2149","East"
"TEC-PH-10001944",25,"Small","United States","Long Beach","New York","11561","East"
"OFF-PA-10001776",43,"Medium","United States","Philadelphia","Pennsylvania","19140","East"
"OFF-PA-10003919",36,"Medium","United States","New York City","New York","10011","East"
"OFF-PA-10002001",26,"Small","United States","Philadelphia","Pennsylvania","19134","East"
